"gender","lang","ses","minor","sch","prog","locus","concept","mot","career","read","write","math","sci","ss"
"female","english","high","no","public","academic",0.68,0.03,1,"sales",65.4,67.1,64.5,60.7,70.5
"male","english","middle","no","public","general",-0.49,0.03,0.33,"prof1",65.4,59.3,56.8,66.1,60.5
"female","english","high","no","private","academic",-0.47,0.28,1,"prof2",65.4,61.9,47.1,60.7,60.5
"male","mandarin","low","yes","public","vocation",-0.45,-0.64,0.33,"prof1",65.4,56.7,55.2,52.6,55.6
"male","english","high","no","public","academic",0.46,0.94,1,"prof2",65.4,61.9,67.9,66.1,65.5
"female","english","middle","no","public","vocation",0.06,-0.28,1,"clerical",65.9,64.5,54.6,60.7,60.5
"female","english","high","yes","public","academic",1.14,1.19,1,"prof1",65.9,67.1,67.1,60.7,65.5
"female","english","middle","no","public","general",0.93,0.03,1,"prof2",65.9,67.1,70.5,52.6,65.5
"female","english","high","no","public","academic",0.46,1.19,0.67,"prof2",65.9,64.5,61.8,60.7,60.5
"female","english","low","no","public","vocation",0.06,0.28,1,"farmer",65.9,63.2,50.3,60.1,55.6
"female","english","middle","no","public","vocation",0.91,0.34,1,"clerical",68,59.3,53,63.4,60.5
"male","english","high","no","public","general",0.7,-0.16,0.33,"prof1",68,59.3,55.7,63.4,65.5
"male","english","high","no","public","academic",0.46,0.65,1,"prof1",68,54.1,63,63.4,60.5
"male","english","middle","no","public","academic",-0.16,0.65,1,"military",68,61.9,69.7,71.5,60.5
"female","english","middle","no","public","vocation",0.06,0.03,1,"clerical",68,61.9,55.5,49.8,50.6
"male","english","middle","yes","public","academic",0.89,0.15,0.67,"prof2",68,59.3,56.6,50.4,60.5
"female","english","high","no","public","academic",0.94,0.03,1,"prof2",68,56.7,59.6,58,25.7
"female","english","middle","no","public","general",0.89,0.65,0.67,"prof1",68,48.9,56.3,63.4,55.6
"male","english","high","no","public","academic",0.75,1.19,1,"prof2",68,61.9,52.2,60.7,65.5
"female","english","low","no","public","academic",0,0.65,1,"technical",68,64.5,58.3,58.5,55.6
"female","english","low","no","public","vocation",1.36,0.63,1,"clerical",68,64.5,58.9,63.4,45.6
"female","english","high","no","public","academic",0.71,0.34,0.67,"prof1",68,61.9,64.5,68.8,60.5
"female","english","middle","no","public","academic",0.46,-0.86,1,"school",68,59.3,60.5,55.3,70.5
"female","english","high","no","public","academic",0.71,0.03,1,"school",68,61.9,72.2,66.1,56.8
"male","english","middle","no","public","academic",0.46,-0.47,0.67,"prof2",68,64.5,70.6,68.8,59.3
"female","english","high","no","public","academic",0.52,0.59,1,"prof1",68,59.9,64,68.8,65.5
"female","english","high","no","public","academic",0.5,0.03,0.67,"not working",68,59.3,58.8,66.1,65.5
"female","mandarin","middle","yes","public","academic",0.46,-1.17,0,"prof1",68,62.5,65.4,60.7,60.5
"male","english","high","no","public","academic",0.47,0.01,1,"prof2",68,64.5,61.5,55.3,60.5
"male","english","middle","no","public","general",0.46,0.65,1,"technical",68,59.3,57.9,74.2,65.5
"male","english","middle","no","private","academic",0.06,0.03,0.33,"prof1",68,59.3,71.3,66.1,55.6
"male","english","middle","no","private","academic",-0.61,0.34,0.67,"technical",68,54.1,74.6,66.1,65.5
"male","english","high","no","public","academic",0.42,0.56,0.67,"not working",70.7,56,62,67.7,63
"male","spanish","middle","yes","public","academic",1.36,0.44,0.67,"prof1",70.7,58,65.4,63.4,60.5
"female","english","low","no","public","academic",-0.14,-1.05,1,"prof1",70.7,65.1,66.4,63.4,60.5
"male","english","low","no","public","academic",0.24,-0.43,0.33,"technical",70.7,43.7,58.8,66.1,60.5
"female","english","middle","no","public","academic",1.16,1.19,1,"prof2",70.7,64.5,72.2,66.1,55.6
"female","english","high","no","private","academic",0.46,-0.22,1,"prof2",70.7,64.5,68.7,58,70.5
"male","english","middle","no","public","academic",0.46,0.03,1,"military",70.7,56.7,51.3,71.5,55.6
"female","english","middle","yes","public","general",1.11,-1.05,0.33,"prof1",70.7,67.1,63,63.4,65.5
"female","english","middle","no","public","academic",1.16,0.03,1,"manager",70.7,67.1,61.2,60.7,70.5
"male","english","middle","no","public","academic",0.68,0.03,0.67,"prof2",71.2,63.2,60.2,65.5,65.5
"male","english","high","no","public","academic",0.68,0.03,0.33,"prof1",73.3,64.5,64,60.7,65.5
"male","english","middle","no","public","academic",0.46,0.03,0,"operative",73.3,61.9,73.1,68.8,65.5
"male","english","middle","no","public","academic",1.13,-0.6,0.67,"technical",73.3,67.1,71.3,63.4,65.5
"male","spanish","high","yes","public","academic",0.28,0.03,1,"prof2",73.3,64.5,68,63.4,70.5
"male","mandarin","high","yes","public","academic",0,0.15,0.33,"prof2",73.3,64.5,75.5,60.7,50.6
"female","english","high","no","public","academic",1.11,0.34,1,"prof2",73.3,67.1,62.3,58,65.5
"male","english","high","no","public","academic",0.02,0.13,0.33,"prof1",73.3,59.9,70.5,60.7,70.5
"female","spanish","high","yes","private","academic",0.42,-0.47,0.33,"prof2",73.3,61.2,57.4,54.7,65.5
"male","english","middle","no","public","academic",0.08,0.94,0.67,"prof2",73.3,61.9,60.5,71.5,55.6
"male","english","high","no","public","academic",-0.19,-0.73,0.67,"prof2",73.3,60.6,64.7,66.1,65.5
"male","english","high","no","public","academic",0.46,0.34,1,"prof1",76,52.1,64.1,63.9,60.5
"female","english","high","no","public","academic",1.13,0.87,1,"prof2",76,62.5,60,67.2,65.5
"female","english","middle","no","public","academic",0.25,-0.47,0.33,"prof2",76,67.1,72.2,66.1,65.5
